Crop,Season,State,Area,Production,Annual_Rainfall
Ragi,Rabi,Andhra Pradesh,14472.0,24853,Low
Rapeseed &Mustard,Rabi,Andhra Pradesh,2942.0,646,Low
Rice,Rabi,Andhra Pradesh,1165454.0,3581740,Low
Safflower,Rabi,Andhra Pradesh,16896.0,7742,Low
Sesamum,Kharif,Andhra Pradesh,116926.0,26617,Low
Sesamum,Rabi,Andhra Pradesh,54212.0,10932,Low
Sugarcane,Whole Year,Andhra Pradesh,232416.0,18507614,Low
Sunflower,Kharif,Andhra Pradesh,74294.0,49815,Low
Tobacco,Whole Year,Andhra Pradesh,128826.0,133652,Low
Urad,Kharif,Andhra Pradesh,80258.0,48023,Low
Urad,Rabi,Andhra Pradesh,380593.0,246988,Low
Wheat,Rabi,Andhra Pradesh,13515.0,9056,Low
Bajra,Kharif,Delhi,2719.0,3749,Low
Barley,Kharif,Delhi,261.0,98,Low
Gram,Rabi,Delhi,62.0,13,Low
Jowar,Kharif,Delhi,8515.0,3681,Low
Maize,Kharif,Delhi,58.0,42,Low
Potato,Whole Year,Delhi,157.0,1155,Low
Rice,Kharif,Delhi,8105.0,15279,Low
Wheat,Rabi,Delhi,33505.0,122058,Low
Bajra,Kharif,Jammu and Kashmir,13357.0,6397,Low
Barley,Kharif,Jammu and Kashmir,34.0,10,Low
Barley,Rabi,Jammu and Kashmir,10958.0,5051,Low
Gram,Rabi,Jammu and Kashmir,443.0,120,Low
Linseed,Rabi,Jammu and Kashmir,700.0,302,Low
Maize,Kharif,Jammu and Kashmir,317324.0,471210,Low
Rapeseed &Mustard,Rabi,Jammu and Kashmir,68751.0,50410,Low
Rice,Kharif,Jammu and Kashmir,250625.0,391529,Low
Sesamum,Kharif,Jammu and Kashmir,6418.0,2741,Low
Sugarcane,Whole Year,Jammu and Kashmir,143.0,143,Low
Bajra,Kharif,Delhi,3119.0,4634,Low
Barley,Kharif,Delhi,235.0,75,Low
Gram,Rabi,Delhi,50.0,8,Low
Jowar,Kharif,Delhi,8625.0,8177,Low
Maize,Kharif,Delhi,55.0,90,Low
Potato,Whole Year,Delhi,2487.0,45950,Low
Rice,Kharif,Delhi,6053.0,11420,Low
Sugarcane,Whole Year,Delhi,5.0,200,Low
Wheat,Rabi,Delhi,27836.0,97927,Low
Bajra,Kharif,Jammu and Kashmir,13340.0,6188,Mid
Barley,Kharif,Jammu and Kashmir,34.0,9,Mid
Barley,Rabi,Jammu and Kashmir,8730.0,4284,Mid
Dry chillies,Whole Year,Jammu and Kashmir,1000.0,1020,Mid
Garlic,Whole Year,Jammu and Kashmir,201.0,165,Mid
Ginger,Kharif,Jammu and Kashmir,40.0,48,Mid
Gram,Rabi,Jammu and Kashmir,398.0,107,Mid
Groundnut,Kharif,Jammu and Kashmir,12.0,6,Mid
Linseed,Rabi,Jammu and Kashmir,361.0,94,Mid
Maize,Kharif,Jammu and Kashmir,330208.0,525800,Mid
Onion,Whole Year,Jammu and Kashmir,365.0,805,Mid
Rapeseed &Mustard,Rabi,Jammu and Kashmir,66135.0,24973,Mid
Rice,Kharif,Jammu and Kashmir,244051.0,415342,Mid
Sannhamp,Whole Year,Jammu and Kashmir,275.0,136,Mid
Sesamum,Kharif,Jammu and Kashmir,6591.0,2773,Mid
Sugarcane,Whole Year,Jammu and Kashmir,126.0,417,Mid
Tobacco,Whole Year,Jammu and Kashmir,99.0,12,Mid
Turmeric,Whole Year,Jammu and Kashmir,11.0,11,Mid
Wheat,Rabi,Jammu and Kashmir,276815.0,145060,Mid
Bajra,Kharif,Delhi,2632.0,5140,Low
Barley,Kharif,Delhi,122.0,60,Low
Gram,Rabi,Delhi,51.0,8,Low
Jowar,Kharif,Delhi,8627.0,8140,Low
Maize,Kharif,Delhi,53.0,95,Low
Potato,Whole Year,Delhi,63.0,461,Low
Rice,Kharif,Delhi,6405.0,12063,Low
Wheat,Rabi,Delhi,26114.0,91660,Low
Bajra,Kharif,Jammu and Kashmir,13571.0,8056,Mid
Barley,Kharif,Jammu and Kashmir,27.0,7,Mid
Barley,Rabi,Jammu and Kashmir,9837.0,4783,Mid
Cotton(lint),Kharif,Jammu and Kashmir,69.0,34,Mid
Gram,Rabi,Jammu and Kashmir,178.0,102,Mid
Groundnut,Kharif,Jammu and Kashmir,12.0,6,Mid
Horse-gram,Kharif,Jammu and Kashmir,1944.0,600,Mid
Linseed,Rabi,Jammu and Kashmir,436.0,272,Mid
Maize,Kharif,Jammu and Kashmir,326476.0,538070,Mid
Masoor,Rabi,Jammu and Kashmir,51.0,24,Mid
Moong(Green Gram),Kharif,Jammu and Kashmir,2406.0,1070,Mid
Onion,Whole Year,Jammu and Kashmir,518.0,1159,Mid
Peas & beans (Pulses),Rabi,Jammu and Kashmir,538.0,442,Mid
Potato,Whole Year,Jammu and Kashmir,1835.0,19616,Mid
Rapeseed &Mustard,Rabi,Jammu and Kashmir,71494.0,39219,Mid
Rice,Kharif,Jammu and Kashmir,249830.0,422298,Mid
Sannhamp,Whole Year,Jammu and Kashmir,271.0,134,Mid
Sesamum,Kharif,Jammu and Kashmir,6249.0,2944,Mid
Sugarcane,Whole Year,Jammu and Kashmir,132.0,436,Mid
Tobacco,Whole Year,Jammu and Kashmir,37.0,13,Mid
Urad,Kharif,Jammu and Kashmir,12936.0,5368,Mid
Wheat,Rabi,Jammu and Kashmir,255514.0,339390,Mid
Bajra,Kharif,Delhi,1552.0,2804,Low
Barley,Kharif,Delhi,85.0,41,Low
Gram,Rabi,Delhi,73.0,16,Low
Jowar,Kharif,Delhi,9273.0,4015,Low
Maize,Kharif,Delhi,94.0,228,Low
Potato,Whole Year,Delhi,61.0,446,Low
Rice,Kharif,Delhi,6096.0,12907,Low
Sugarcane,Whole Year,Delhi,5.0,340,Low
Wheat,Rabi,Delhi,19860.0,79718,Low
Bajra,Kharif,Jammu and Kashmir,13400.0,7980,Low
Barley,Rabi,Jammu and Kashmir,10353.0,5225,Low
Cotton(lint),Kharif,Jammu and Kashmir,44.0,22,Low
Gram,Rabi,Jammu and Kashmir,228.0,134,Low
Groundnut,Kharif,Jammu and Kashmir,49.0,26,Low
Jowar,Kharif,Jammu and Kashmir,129.0,32,Low
Linseed,Rabi,Jammu and Kashmir,250.0,160,Low
Maize,Kharif,Jammu and Kashmir,329465.0,465090,Low
Masoor,Rabi,Jammu and Kashmir,193.0,92,Low
Moong(Green Gram),Kharif,Jammu and Kashmir,2650.0,1236,Low
Moth,Kharif,Jammu and Kashmir,3481.0,2069,Low
Onion,Whole Year,Jammu and Kashmir,495.0,1107,Low
Other  Rabi pulses,Rabi,Jammu and Kashmir,63.0,143,Low
Peas & beans (Pulses),Rabi,Jammu and Kashmir,805.0,618,Low
Potato,Whole Year,Jammu and Kashmir,1737.0,18011,Low
Rapeseed &Mustard,Rabi,Jammu and Kashmir,59296.0,23590,Low
Rice,Kharif,Jammu and Kashmir,236199.0,421457,Low
Sesamum,Kharif,Jammu and Kashmir,6416.0,2719,Low
Small millets,Kharif,Jammu and Kashmir,470.0,90,Low
Sugarcane,Whole Year,Jammu and Kashmir,117.0,475,Low
Urad,Kharif,Jammu and Kashmir,14232.0,5961,Low
Wheat,Rabi,Jammu and Kashmir,244157.0,401900,Low
Bajra,Kharif,Puducherry,207.0,397,Mid
Banana,Whole Year,Puducherry,274.0,7965,Mid
Black pepper,Whole Year,Puducherry,12.0,8,Mid
Cashewnut,Whole Year,Puducherry,184.0,140,Mid
Coconut,Whole Year,Puducherry,2279.0,23956000,Mid
Cotton(lint),Kharif,Puducherry,314.0,1635,Mid
Dry chillies,Whole Year,Puducherry,14.0,36,Mid
Moong(Green Gram),Rabi,Puducherry,1017.0,201,Mid
Ragi,Kharif,Puducherry,114.0,251,Mid
Rice,Kharif,Puducherry,24142.0,57514,Mid
Sugarcane,Whole Year,Puducherry,2330.0,209496,Mid
Tapioca,Whole Year,Puducherry,437.0,13497,Mid
Urad,Rabi,Puducherry,812.0,330,Mid
Bajra,Kharif,Uttar Pradesh,831306.0,1072525,Low
Barley,Rabi,Uttar Pradesh,242586.0,556740,Low
Cotton(lint),Kharif,Uttar Pradesh,4987.0,3418,Low
Gram,Rabi,Uttar Pradesh,855436.0,766108,Low
Groundnut,Kharif,Uttar Pradesh,81715.0,53549,Low
Jowar,Kharif,Uttar Pradesh,268145.0,244099,Low
Linseed,Rabi,Uttar Pradesh,37345.0,16151,Low
Maize,Kharif,Uttar Pradesh,755265.0,836410,Low
Maize,Rabi,Uttar Pradesh,19933.0,22064,Low
Masoor,Rabi,Uttar Pradesh,563280.0,430561,Low
Moong(Green Gram),Kharif,Uttar Pradesh,22130.0,6235,Low
Moong(Green Gram),Summer,Uttar Pradesh,31599.0,18453,Low
Moth,Kharif,Uttar Pradesh,258.0,106,Low
Onion,Rabi,Uttar Pradesh,8199.0,84614,Low
Onion,Summer,Uttar Pradesh,11157.0,124734,Low
Onion,Whole Year,Uttar Pradesh,61.0,630,Low
Peas & beans (Pulses),Rabi,Uttar Pradesh,339606.0,417961,Low
Potato,Whole Year,Uttar Pradesh,442030.0,10244139,Low
Ragi,Rabi,Uttar Pradesh,590.0,864,Low
Rapeseed &Mustard,Rabi,Uttar Pradesh,558989.0,500988,Low
Rice,Summer,Uttar Pradesh,4292.0,9411,Low
Sannhamp,Whole Year,Uttar Pradesh,4001.0,1262,Low
Sesamum,Kharif,Uttar Pradesh,80211.0,12934,Low
Small millets,Kharif,Uttar Pradesh,21825.0,13923,Low
Soyabean,Kharif,Uttar Pradesh,4735.0,767,Low
Sunflower,Kharif,Uttar Pradesh,7230.0,10383,Low
Tobacco,Whole Year,Uttar Pradesh,23107.0,139898,Low
Turmeric,Whole Year,Uttar Pradesh,1116.0,2027,Low
Urad,Kharif,Uttar Pradesh,401329.0,159899,Low
Urad,Summer,Uttar Pradesh,55902.0,29881,Low
Bajra,Kharif,Himachal Pradesh,312.0,173,Mid
Barley,Rabi,Himachal Pradesh,24324.0,25393,Mid
Ginger,Kharif,Himachal Pradesh,2044.0,14658,Mid
Maize,Kharif,Himachal Pradesh,298467.0,729571,Mid
Potato,Whole Year,Himachal Pradesh,15036.0,173169,Mid
Rice,Kharif,Himachal Pradesh,81335.0,120624,Mid
Wheat,Rabi,Himachal Pradesh,365359.0,496930,Mid
Bajra,Kharif,Jammu and Kashmir,16696.0,9978,Mid
Barley,Rabi,Jammu and Kashmir,9639.0,4729,Mid
Gram,Rabi,Jammu and Kashmir,286.0,173,Mid
Linseed,Rabi,Jammu and Kashmir,200.0,112,Mid
Maize,Kharif,Jammu and Kashmir,321189.0,532620,Mid
Masoor,Rabi,Jammu and Kashmir,174.0,81,Mid
Moong(Green Gram),Kharif,Jammu and Kashmir,1810.0,884,Mid
Onion,Whole Year,Jammu and Kashmir,631.0,1136,Mid
Other  Rabi pulses,Rabi,Jammu and Kashmir,145.0,69,Mid
Peas & beans (Pulses),Kharif,Jammu and Kashmir,184.0,110,Mid
Peas & beans (Pulses),Rabi,Jammu and Kashmir,1202.0,1084,Mid
Potato,Whole Year,Jammu and Kashmir,1614.0,17886,Mid
Rapeseed &Mustard,Rabi,Jammu and Kashmir,56424.0,39224,Mid
Rice,Kharif,Jammu and Kashmir,259815.0,504797,Mid
Sannhamp,Whole Year,Jammu and Kashmir,123.0,59,Mid
Sesamum,Kharif,Jammu and Kashmir,5744.0,2699,Mid
Small millets,Kharif,Jammu and Kashmir,3831.0,1391,Mid
Sugarcane,Whole Year,Jammu and Kashmir,154.0,567,Mid
Urad,Kharif,Jammu and Kashmir,14609.0,6090,Mid
Wheat,Rabi,Jammu and Kashmir,250282.0,455540,Mid
Bajra,Kharif,Himachal Pradesh,281.0,150,Mid
Barley,Rabi,Himachal Pradesh,24427.0,33713,Mid
Ginger,Kharif,Himachal Pradesh,2043.0,14567,Mid
Maize,Kharif,Himachal Pradesh,297887.0,636294,Mid
Potato,Whole Year,Himachal Pradesh,14808.0,147874,Mid
Rice,Kharif,Himachal Pradesh,79519.0,109129,Mid
Wheat,Rabi,Himachal Pradesh,367770.0,687452,Mid
Bajra,Kharif,Jammu and Kashmir,16045.0,9560,Mid
Barley,Rabi,Jammu and Kashmir,9860.0,4924,Mid
Gram,Rabi,Jammu and Kashmir,270.0,162,Mid
Jowar,Kharif,Jammu and Kashmir,5977.0,3586,Mid
Maize,Kharif,Jammu and Kashmir,322699.0,492270,Mid
Moong(Green Gram),Kharif,Jammu and Kashmir,1944.0,945,Mid
Other  Rabi pulses,Rabi,Jammu and Kashmir,589.0,305,Mid
Peas & beans (Pulses),Rabi,Jammu and Kashmir,932.0,704,Mid
Rice,Kharif,Jammu and Kashmir,250044.0,492732,Mid
Urad,Kharif,Jammu and Kashmir,14354.0,5921,Mid
Wheat,Rabi,Jammu and Kashmir,248613.0,474415,Mid
Bajra,Kharif,Odisha,3155.0,1609,Mid
Castor seed,Kharif,Odisha,11117.0,5670,Mid
Castor seed,Rabi,Odisha,6956.0,3510,Mid
Coriander,Whole Year,Odisha,19060.0,9107,Mid
Dry chillies,Whole Year,Odisha,76113.0,63240,Mid
Garlic,Whole Year,Odisha,11044.0,34918,Mid
Ginger,Kharif,Odisha,15674.0,30368,Mid
Gram,Rabi,Odisha,31811.0,19941,Mid
Groundnut,Autumn,Odisha,30494.0,25117,Mid
Groundnut,Summer,Odisha,54029.0,74074,Mid
Groundnut,Winter,Odisha,3187.0,3522,Mid
Horse-gram,Summer,Odisha,240.0,62,Mid
Horse-gram,Winter,Odisha,78105.0,20792,Mid
Jowar,Kharif,Odisha,10071.0,5451,Mid
Jute,Autumn,Odisha,2520.0,24728,Mid
Linseed,Rabi,Odisha,22376.0,8529,Mid
Maize,Autumn,Odisha,58692.0,94954,Mid
Maize,Summer,Odisha,2071.0,4226,Mid
Maize,Winter,Odisha,1575.0,3107,Mid
Masoor,Rabi,Odisha,10400.0,4130,Mid
Moong(Green Gram),Autumn,Odisha,18750.0,4373,Mid
Moong(Green Gram),Summer,Odisha,111395.0,35257,Mid
Moong(Green Gram),Winter,Odisha,82486.0,16515,Mid
Niger seed,Rabi,Odisha,123617.0,33969,Mid
Onion,Whole Year,Odisha,26684.0,241852,Mid
Other  Rabi pulses,Rabi,Odisha,41790.0,25599,Mid
Potato,Winter,Odisha,8506.0,80770,Mid
Ragi,Autumn,Odisha,24161.0,15814,Mid
Ragi,Summer,Odisha,261.0,213,Mid
Ragi,Winter,Odisha,39385.0,24820,Mid
Rapeseed &Mustard,Winter,Odisha,15863.0,3029,Mid
Rice,Autumn,Odisha,824000.0,677000,Mid
Rice,Summer,Odisha,293000.0,652000,Mid
Safflower,Rabi,Odisha,1804.0,1092,Mid
Sesamum,Autumn,Odisha,4001.0,978,Mid
Sesamum,Summer,Odisha,8284.0,2187,Mid
Sesamum,Winter,Odisha,36428.0,7719,Mid
Small millets,Kharif,Odisha,24875.0,11098,Mid
Sugarcane,Winter,Odisha,14486.0,926085,Mid
Sunflower,Rabi,Odisha,7578.0,5845,Mid
Sweet potato,Whole Year,Odisha,47112.0,394287,Mid
Tobacco,Whole Year,Odisha,4760.0,3247,Mid
Turmeric,Whole Year,Odisha,23860.0,56768,Mid
Urad,Autumn,Odisha,27222.0,5867,Mid
Urad,Summer,Odisha,4605.0,1886,Mid
Urad,Winter,Odisha,92216.0,24915,Mid
Wheat,Summer,Odisha,4054.0,5313,Mid
Bajra,Kharif,Uttar Pradesh,878399.0,1335462,Low
Banana,Whole Year,Uttar Pradesh,1615.0,58736,Low
Barley,Rabi,Uttar Pradesh,209126.0,413054,Low
Cotton(lint),Kharif,Uttar Pradesh,5612.0,945,Low
Dry chillies,Whole Year,Uttar Pradesh,19027.0,16919,Low
Garlic,Whole Year,Uttar Pradesh,32348.0,140083,Low
Gram,Rabi,Uttar Pradesh,692987.0,634701,Low
Groundnut,Kharif,Uttar Pradesh,95298.0,78428,Low
Guar seed,Whole Year,Uttar Pradesh,2461.0,2084,Low
Jowar,Kharif,Uttar Pradesh,243547.0,249206,Low
Linseed,Rabi,Uttar Pradesh,39106.0,18002,Low
Maize,Kharif,Uttar Pradesh,841751.0,1294882,Low
Maize,Rabi,Uttar Pradesh,4156.0,19263,Low
Onion,Whole Year,Uttar Pradesh,18430.0,210477,Low
Potato,Rabi,Uttar Pradesh,435135.0,9739656,Low
Rapeseed &Mustard,Rabi,Uttar Pradesh,618640.0,613991,Low
Sannhamp,Kharif,Uttar Pradesh,3254.0,901,Low
Sesamum,Kharif,Uttar Pradesh,125525.0,20030,Low
Small millets,Kharif,Uttar Pradesh,15937.0,5693,Low
Soyabean,Kharif,Uttar Pradesh,9306.0,3843,Low
Sunflower,Summer,Uttar Pradesh,14432.0,28358,Low
Sweet potato,Whole Year,Uttar Pradesh,23096.0,257051,Low
Tobacco,Whole Year,Uttar Pradesh,23780.0,129494,Low
Turmeric,Rabi,Uttar Pradesh,1594.0,2770,Low
Bajra,Kharif,Jammu and Kashmir,13008.0,7778,High
Barley,Kharif,Jammu and Kashmir,37.0,10,High
Cotton(lint),Kharif,Jammu and Kashmir,35.0,18,High
Dry chillies,Kharif,Jammu and Kashmir,996.0,1006,High
Ginger,Kharif,Jammu and Kashmir,38.0,45,High
Gram,Rabi,Jammu and Kashmir,514.0,269,High
Groundnut,Kharif,Jammu and Kashmir,34.0,17,High
Jowar,Kharif,Jammu and Kashmir,1419.0,440,High
Maize,Kharif,Jammu and Kashmir,320924.0,453450,High
Moong(Green Gram),Kharif,Jammu and Kashmir,1782.0,850,High
Onion,Kharif,Jammu and Kashmir,94.0,82,High
Peas & beans (Pulses),Kharif,Jammu and Kashmir,81.0,37,High
Potato,Kharif,Jammu and Kashmir,786.0,5762,High
Rapeseed &Mustard,Kharif,Jammu and Kashmir,3223.0,1289,High
Rice,Kharif,Jammu and Kashmir,259014.0,556774,High
Sannhamp,Kharif,Jammu and Kashmir,225.0,128,High
Sesamum,Kharif,Jammu and Kashmir,2623.0,1179,High
Sugarcane,Kharif,Jammu and Kashmir,191.0,753,High
Turmeric,Kharif,Jammu and Kashmir,12.0,12,High
Urad,Kharif,Jammu and Kashmir,15490.0,6511,High
Wheat,Kharif,Jammu and Kashmir,436.0,60,High
Wheat,Rabi,Jammu and Kashmir,436.0,60,High
Bajra,Kharif,Uttar Pradesh,869288.0,1246252,Low
Banana,Whole Year,Uttar Pradesh,1991.0,75867,Low
Barley,Rabi,Uttar Pradesh,214717.0,413368,Low
Coriander,Whole Year,Uttar Pradesh,5591.0,3200,Low
Cotton(lint),Kharif,Uttar Pradesh,4366.0,889,Low
Dry chillies,Whole Year,Uttar Pradesh,14999.0,13790,Low
Garlic,Whole Year,Uttar Pradesh,30748.0,133975,Low
Gram,Rabi,Uttar Pradesh,738865.0,660574,Low
Guar seed,Whole Year,Uttar Pradesh,2327.0,1884,Low
Jowar,Kharif,Uttar Pradesh,227183.0,241858,Low
Linseed,Rabi,Uttar Pradesh,35939.0,14859,Low
Maize,Kharif,Uttar Pradesh,810306.0,1040607,Low
Onion,Whole Year,Uttar Pradesh,25535.0,328222,Low
Potato,Rabi,Uttar Pradesh,445197.0,9986781,Low
Rapeseed &Mustard,Rabi,Uttar Pradesh,562270.0,645985,Low
Sannhamp,Kharif,Uttar Pradesh,4224.0,1457,Low
Sesamum,Kharif,Uttar Pradesh,102225.0,18175,Low
Small millets,Kharif,Uttar Pradesh,20663.0,14011,Low
Soyabean,Kharif,Uttar Pradesh,3852.0,3016,Low
Sunflower,Summer,Uttar Pradesh,12599.0,16097,Low
Sweet potato,Whole Year,Uttar Pradesh,20476.0,267901,Low
Tobacco,Whole Year,Uttar Pradesh,20591.0,123362,Low
Turmeric,Rabi,Uttar Pradesh,979.0,4364,Low
Bajra,Kharif,Jammu and Kashmir,20775.0,12280,High
Barley,Kharif,Jammu and Kashmir,19.0,11,High
Barley,Rabi,Jammu and Kashmir,9856.0,4852,High
Cotton(lint),Kharif,Jammu and Kashmir,42.0,22,High
Cowpea(Lobia),Kharif,Jammu and Kashmir,1432.0,442,High
Cowpea(Lobia),Rabi,Jammu and Kashmir,137.0,93,High
Dry chillies,Kharif,Jammu and Kashmir,560.0,577,High
Garlic,Kharif,Jammu and Kashmir,31.0,36,High
Garlic,Rabi,Jammu and Kashmir,524.0,452,High
Groundnut,Kharif,Jammu and Kashmir,39.0,20,High
Horse-gram,Kharif,Jammu and Kashmir,2306.0,676,High
Linseed,Rabi,Jammu and Kashmir,241.0,137,High
Maize,Kharif,Jammu and Kashmir,323598.0,486900,High
Masoor,Rabi,Jammu and Kashmir,129.0,56,High
Moong(Green Gram),Kharif,Jammu and Kashmir,1559.0,760,High
Moth,Kharif,Jammu and Kashmir,2396.0,1478,High
Moth,Rabi,Jammu and Kashmir,779.0,430,High
Onion,Rabi,Jammu and Kashmir,372.0,907,High
Other  Rabi pulses,Rabi,Jammu and Kashmir,52.0,24,High
Peas & beans (Pulses),Kharif,Jammu and Kashmir,288.0,157,High
Peas & beans (Pulses),Rabi,Jammu and Kashmir,821.0,763,High
Potato,Kharif,Jammu and Kashmir,889.0,5962,High
Potato,Rabi,Jammu and Kashmir,857.0,12436,High
Rapeseed &Mustard,Rabi,Jammu and Kashmir,58490.0,38789,High
Rice,Kharif,Jammu and Kashmir,252516.0,554258,High
Sannhamp,Kharif,Jammu and Kashmir,335.0,168,High
Sesamum,Kharif,Jammu and Kashmir,5412.0,2298,High
Sugarcane,Kharif,Jammu and Kashmir,159.0,777,High
Tobacco,Kharif,Jammu and Kashmir,20.0,7,High
Turmeric,Kharif,Jammu and Kashmir,6.0,6,High
Urad,Kharif,Jammu and Kashmir,13836.0,5689,High
Wheat,Rabi,Jammu and Kashmir,261584.0,494300,High
Bajra,Kharif,Delhi,1586.0,3013,Low
Barley,Kharif,Delhi,75.0,196,Low
Gram,Rabi,Delhi,47.0,68,Low
Jowar,Kharif,Delhi,8837.0,8262,Low
Maize,Kharif,Delhi,69.0,126,Low
Potato,Whole Year,Delhi,56.0,888,Low
Rice,Kharif,Delhi,7419.0,20946,Low
Wheat,Rabi,Delhi,17482.0,76222,Low
Bajra,Kharif,Jammu and Kashmir,16816.0,9984,Mid
Barley,Kharif,Jammu and Kashmir,560.0,147,Mid
Barley,Rabi,Jammu and Kashmir,9856.0,4851,Mid
Cotton(lint),Kharif,Jammu and Kashmir,64.0,33,Mid
Dry chillies,Kharif,Jammu and Kashmir,674.0,674,Mid
Garlic,Kharif,Jammu and Kashmir,103.0,78,Mid
Garlic,Rabi,Jammu and Kashmir,524.0,452,Mid
Ginger,Kharif,Jammu and Kashmir,75.0,89,Mid
Linseed,Rabi,Jammu and Kashmir,241.0,137,Mid
Maize,Kharif,Jammu and Kashmir,302441.0,474484,Mid
Masoor,Rabi,Jammu and Kashmir,129.0,56,Mid
Moong(Green Gram),Kharif,Jammu and Kashmir,864.0,421,Mid
Onion,Kharif,Jammu and Kashmir,131.0,114,Mid
Onion,Rabi,Jammu and Kashmir,372.0,906,Mid
Other  Rabi pulses,Rabi,Jammu and Kashmir,52.0,24,Mid
Peas & beans (Pulses),Kharif,Jammu and Kashmir,278.0,158,Mid
Peas & beans (Pulses),Rabi,Jammu and Kashmir,821.0,764,Mid
Potato,Kharif,Jammu and Kashmir,1380.0,7727,Mid
Potato,Rabi,Jammu and Kashmir,857.0,12435,Mid
Rapeseed &Mustard,Rabi,Jammu and Kashmir,58490.0,38791,Mid
Rice,Kharif,Jammu and Kashmir,263246.0,561355,Mid
Sannhamp,Kharif,Jammu and Kashmir,391.0,210,Mid
Sesamum,Kharif,Jammu and Kashmir,6199.0,2649,Mid
Sugarcane,Kharif,Jammu and Kashmir,69.0,221,Mid
Turmeric,Kharif,Jammu and Kashmir,22.0,22,Mid
Urad,Kharif,Jammu and Kashmir,15687.0,6578,Mid
Wheat,Rabi,Jammu and Kashmir,261584.0,494300,Mid
Bajra,Kharif,Delhi,1549.0,2943,Low
Barley,Kharif,Delhi,72.0,202,Low
Gram,Rabi,Delhi,48.0,70,Low
Jowar,Kharif,Delhi,8238.0,7950,Low
Maize,Kharif,Delhi,54.0,99,Low
Potato,Whole Year,Delhi,79.0,1325,Low
Rice,Kharif,Delhi,7039.0,19873,Low
Wheat,Rabi,Delhi,18430.0,80355,Low
Bajra,Kharif,Delhi,1586.0,2979,Low
Barley,Kharif,Delhi,76.0,214,Low
Gram,Rabi,Delhi,76.0,67,Low
Jowar,Kharif,Delhi,3280.0,3168,Low
Maize,Kharif,Delhi,48.0,1054,Low
Potato,Whole Year,Delhi,88.0,21999,Low
Rice,Kharif,Delhi,6821.0,19008,Low
Wheat,Rabi,Delhi,21309.0,92480,Low
Bajra,Kharif,Jammu and Kashmir,17402.0,10388,Low
Barley,Kharif,Jammu and Kashmir,153.0,40,Low
Barley,Rabi,Jammu and Kashmir,11030.0,5167,Low
Cotton(lint),Kharif,Jammu and Kashmir,17.0,9,Low
Dry chillies,Kharif,Jammu and Kashmir,603.0,614,Low
Garlic,Kharif,Jammu and Kashmir,114.0,86,Low
Garlic,Rabi,Jammu and Kashmir,488.0,411,Low
Ginger,Kharif,Jammu and Kashmir,37.0,50,Low
Horse-gram,Kharif,Jammu and Kashmir,1773.0,514,Low
Linseed,Rabi,Jammu and Kashmir,135.0,78,Low
Maize,Kharif,Jammu and Kashmir,311022.0,486988,Low
Masoor,Kharif,Jammu and Kashmir,1001.0,554,Low
Masoor,Rabi,Jammu and Kashmir,144.0,80,Low
Moong(Green Gram),Kharif,Jammu and Kashmir,890.0,410,Low
Moth,Kharif,Jammu and Kashmir,2806.0,1607,Low
Onion,Kharif,Jammu and Kashmir,249.0,214,Low
Onion,Rabi,Jammu and Kashmir,470.0,1145,Low
Other  Rabi pulses,Rabi,Jammu and Kashmir,269.0,137,Low
Peas & beans (Pulses),Kharif,Jammu and Kashmir,251.0,141,Low
Peas & beans (Pulses),Rabi,Jammu and Kashmir,908.0,994,Low
Potato,Kharif,Jammu and Kashmir,1098.0,7684,Low
Potato,Rabi,Jammu and Kashmir,1184.0,15664,Low
Rapeseed &Mustard,Rabi,Jammu and Kashmir,60262.0,47464,Low
Rice,Kharif,Jammu and Kashmir,259892.0,500880,Low
Sannhamp,Kharif,Jammu and Kashmir,148.0,81,Low
Sesamum,Kharif,Jammu and Kashmir,4624.0,2031,Low
Turmeric,Kharif,Jammu and Kashmir,11.0,11,Low
Urad,Kharif,Jammu and Kashmir,15747.0,5676,Low
Wheat,Rabi,Jammu and Kashmir,284644.0,286143,Low
Bajra,Kharif,Delhi,1531.0,2876,Mid
Barley,Kharif,Delhi,70.0,197,Mid
Gram,Rabi,Delhi,8.0,75,Mid
Jowar,Kharif,Delhi,3341.0,3227,Mid
Maize,Kharif,Delhi,40.0,878,Mid
Potato,Whole Year,Delhi,51.0,15862,Mid
Rice,Kharif,Delhi,6848.0,19083,Mid
Wheat,Rabi,Delhi,20135.0,87385,Mid
Bajra,Kharif,Delhi,1439.0,2689,Low
Barley,Kharif,Delhi,66.0,195,Low
Gram,Rabi,Delhi,13.0,72,Low
Jowar,Kharif,Delhi,3140.0,3032,Low
Maize,Kharif,Delhi,38.0,843,Low
Potato,Whole Year,Delhi,48.0,14928,Low
Rice,Kharif,Delhi,7248.0,20198,Low
Wheat,Rabi,Delhi,18927.0,82142,Low
Bajra,Kharif,Jammu and Kashmir,18926.0,11192,Low
Barley,Kharif,Jammu and Kashmir,29.0,11,Low
Barley,Rabi,Jammu and Kashmir,7162.0,4110,Low
Cotton(lint),Kharif,Jammu and Kashmir,13.0,7,Low
Cowpea(Lobia),Kharif,Jammu and Kashmir,32.0,16,Low
Dry chillies,Kharif,Jammu and Kashmir,564.0,545,Low
Garlic,Kharif,Jammu and Kashmir,18.0,14,Low
Garlic,Rabi,Jammu and Kashmir,693.0,591,Low
